name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi
Hot N Juicy Crawfish,CTR@SPR MTN-Hot N Juicy Crawfish,Restaurant,3863 W Spring Mountain Rd,Las Vegas,Nevada,89102,38,83,84,p3YqOYELqXtLyHz9T49p_w,Chinatown,4.0,726,Null,Null,1,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,Null,0
Hot N Juicy Crawfish,Hot N Juicy Crawfish,Restaurant,4810 W Spring Mountain C & D,Las Vegas,Nevada,89102,95,128,237,UNI1agsPX2k3eJSJVB91nw,Chinatown,4.0,1617,Null,Null,1,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,0
Hot N Juicy Crawfish,Hot N Juicy Crawfish,Restaurant,4810 W Spring Mountain C & D,Las Vegas,Nevada,89102,95,128,237,p3YqOYELqXtLyHz9T49p_w,Chinatown,4.0,726,Null,Null,1,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,Null,0
Pizza Company,Pizza Company,Restaurant,2275 E Sunset Rd,Las Vegas,Nevada,89119,35,35,79,cbgIpJwmPVI6Zf7nUIXdFw,Southeast,4.0,194,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0
Buck's Tavern,Bucks Tavern,Bar / Tavern,1204 N Nellis Blvd,Las Vegas,Nevada,89110,28,33,53,dENns4dukYRZunxCOUzRsw,Sunrise,3.5,3,Null,Null,2,1,Null,Null,3,1,Null,1,1,Null,Null,0,Null,Null,Null,0,1,0,Null,Null,1,1,1,1,Null,1,0,Null,0,1,1,1,Null,1,1,Null,1
Yogurtland,Yogurtland,Restaurant,9055 S Eastern Ave,Las Vegas,Nevada,89123,17,0,42,WQyGqfFKd-baBTVfZWzeTw,Southeast,4.5,138,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,0
Bonito Michoacan,Bonito Michoacan,Restaurant,3715 S Decatur Blvd,Las Vegas,Nevada,89103,46,60,103,lOQPeguczAueJnLmDUTfGg,Chinatown,4.0,688,Null,Null,2,1,0,1,Null,1,Null,1,1,Null,1,Null,0,Null,Null,Null,Null,1,4,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,1
Sugar's,Sugar's,Bakery Sales,3700 S Hualapai Way,Las Vegas,Nevada,89147,5,4,13,0QHOkwMc74T35Br83SDizA,South Summerlin,3.5,29,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null
Spicy Pickle,Spicy Pickle,Restaurant,9985 S Eastern Ave,Las Vegas,Nevada,89183,18,24,43,oXozyDYGP0GhwBxVIP-NZg,Anthem,3.5,66,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,Null,1,0,Null,0,1,1,0,0,1,Null,1,0
Tropicana Pizza,Lake Mead Tavern - Tropicana Pizza,Restaurant,5841 E Lake Mead Blvd,Las Vegas,Nevada,89156,41,80,106,pmsGwCJoMjtj-wwP78PIWQ,Sunrise,3.5,63,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,0,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,1,0,1,Null,1,1
China Star Buffet,China Star,Buffet,2590 S Maryland Pkwy,Las Vegas,Nevada,89109,34,33,71,Nsi49BE_XsjJ0oOXwhH8hA,Eastside,2.0,60,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Naked Fish's Sushi & Grill,Naked Fish's Sushi & Grill,Restaurant,3945 S Durango Dr,Las Vegas,Nevada,89147,53,36,96,yHYjDPuRtLvhvMpOn5fXOQ,Spring Valley,4.5,542,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0
Frank & Fina's Cocina,Frank & Fina's Cocina,Restaurant,4175 S Grand Canyon Dr,Las Vegas,Nevada,89147,70,156,185,r8Jr-7YfkhJL2nxk9lxUNg,Spring Valley,4.0,381,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0
Great Wall Chinese Restaurant,Great Wall Chinese Restaurant,Restaurant,2202 W Charleston Blvd 3,Las Vegas,Nevada,89102,50,96,101,yBxzqKXHhvNVaFnEOd4f7Q,Downtown,4.0,99,Null,Null,0,2,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Porchlight Grille,Porchlight Grille,Restaurant,8416 W Desert Inn Rd,Las Vegas,Nevada,89117,31,96,84,SaL2YDKT96zHqxlaq7mJbw,Westside,4.0,96,Null,Null,2,1,Null,Null,3,1,Null,1,1,Null,0,0,Null,Null,Null,Null,0,0,3,Null,1,1,1,1,Null,0,0,Null,0,1,2,0,1,1,1,1,1
Mariscos Vallarta,Mariscos Vallarta,Restaurant,4425 E Tropicana Ave,Las Vegas,Nevada,89121,77,51,197,9f68hfHK6gNyHWmt9guiJw,Eastside,4.0,45,Null,Null,1,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Mt Charleston Lodge Restaurant,Mt Charleston Lodge,Restaurant,5375 Kyle Canyon Rd,Las Vegas,Nevada,89124,77,165,170,XhgFynFD7ZT77wofWpeOag,,3.5,315,Null,Null,2,1,Null,Null,3,1,Null,1,1,Null,1,0,Null,Null,1,0,0,1,4,Null,1,1,0,1,Null,1,0,Null,0,1,2,1,1,1,0,1,1
Capriotti's Sandwich Shop,Capriottis Sandwich Shop,Restaurant,3830 E Flamingo Rd,Las Vegas,Nevada,89121,33,81,70,o69XnnmtOaj6a2sjOTsGeg,Eastside,3.5,118,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,0,1
Panna Thai Restaurant,Panna Thai Restaurant,Restaurant,6015 S Fort Apache Rd 100,Las Vegas,Nevada,89148,80,94,204,Zmfq3DVhHdtVChhSxzoUHw,Spring Valley,4.0,495,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,1,1,1,Null,0,0
Hougan's Racing Sandwich Shop,Hougan's Racing Sandwich Shop,Restaurant,1310 E Silverado Ranch Blvd,Las Vegas,Nevada,89183,7,32,17,_KCvY2g9mMgcBSrVjCS0FA,Southeast,4.0,58,Null,Null,0,1,Null,0,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,0
El Steak Burrito,El Steak Burrito,Restaurant,4590 Spring Mountain Rd,Las Vegas,Nevada,89102,85,70,194,fIaDNl_mv6Oz3Ro4sil_Qw,Chinatown,4.5,34,Null,Null,0,0,Null,Null,Null,0,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,1,0
Cellar Lounge,Cellar Lounge,Bar / Tavern,3601 W Sahara Ave,Las Vegas,Nevada,89102,11,15,33,iCovpfQtG99MSHEqXew70w,Westside,4.0,33,Null,Null,2,1,Null,Null,3,Null,Null,1,1,Null,Null,0,Null,Null,0,Null,1,0,Null,Null,1,1,1,2,Null,1,Null,Null,Null,1,1,Null,Null,Null,1,Null,Null
Nicolo's Cucina Italiana,Nicolo's Cucnia Italiana,Restaurant,10670 Southern Highlands Pkwy,Las Vegas,Nevada,89141,1,8,8,cJMgxJ_GDg0a1KEkXPVaug,Southwest,3.0,9,Null,Null,Null,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,1,2,1,1,Null,Null,Null,0
Papa Geo's,Papa Geo's,Restaurant,5597 S Rainbow Blvd,Las Vegas,Nevada,89118,4,18,15,FclR3tCyp3wPCZoxHXn_jQ,Spring Valley,4.0,21,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,1,0,1,Null,1,1
New York Chinese Restaurant,New York Chinese Restaurant - W. Lake Mead,Restaurant,9430 W Lake Mead Blvd,Las Vegas,Nevada,89134,117,6,255,qsdHK1eQtXmAJNdVJxiC3w,Summerlin,3.0,142,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,0,1,0,1,1,Null,1,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1380 W Cheyenne Ave,North Las Vegas,Nevada,89030,91,216,226,dNjgjAoJSJsvgc5g6nQnnw,,3.5,56,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4690 W Cactus Ave 120,Las Vegas,Nevada,89141,34,0,80,uiHyP1uOAzOPkOmnWhnW0A,Southwest,3.0,109,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,4,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Dyer's Gourmet Popcorn,Dyer's Gourmet Popcorn,Restaurant,4075 S Durango Dr 105-A,Las Vegas,Nevada,89147,13,40,32,Pe6MFhOa69NZIKHHjlQiNw,Spring Valley,4.5,26,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null
Lefty's Pizza,Richard Caruso,Restaurant,780 E Pyle Ave,Las Vegas,Nevada,89183,93,0,223,CR2DMfg3uP02PKT_fuygIw,Southeast,3.5,141,Null,Null,0,2,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,0,1,0,0,1,Null,Null,0
El Gran Taco,EL GRAN TACO,Restaurant,4924 E TROPICANA,Las Vegas,Nevada,89121,76,0,153,V6u7__4jbEDOgWR8K6qUSw,Eastside,3.5,8,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sultan's Grill,Sultan's Grill,Restaurant,1910 Village Center Cir 7,Las Vegas,Nevada,89134,48,122,93,gBQH64vIkA-kIDFGM290dw,Summerlin,3.5,134,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0
Five Star Tavern,Five Star Tavern,Bar / Tavern,1905 N Decatur Blvd,Las Vegas,Nevada,89108,17,66,35,IBSePQdC8MwoWdMmoyegnw,,3.0,27,Null,Null,2,1,Null,Null,0,0,Null,1,3,Null,Null,0,Null,Null,0,Null,0,Null,Null,Null,1,1,0,1,Null,0,Null,Null,Null,1,2,0,Null,Null,1,1,Null
Five Star Tavern,Five Star Tavern,Bar / Tavern,1905 N Decatur Blvd,Las Vegas,Nevada,89108,17,66,35,cHAhW7XJ2no_qzc46HpohQ,,3.0,7,Null,Null,2,0,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,Null,0,Null,Null,0,Null,Null,1,1,Null,Null,Null,0,0,Null,0,1,2,1,0,1,1,1,1
Club Car Lounge,Club Car Lounge,Bar / Tavern,3685 S Rainbow Blvd,Las Vegas,Nevada,89103,11,40,28,Lizf_tbfqlXJAlP8GP29QA,Chinatown,3.0,4,Null,Null,Null,Null,Null,Null,3,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,0,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null
Dunkin' Donuts,DUNKIN DONUTS,Restaurant,6295 S Rainbow Blvd,Las Vegas,Nevada,89118,50,85,82,yRk8ezAFV59HDHsuHiiU6Q,Spring Valley,3.0,98,Null,Null,Null,Null,Null,Null,Null,0,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,1,Null,Null,1,Null,1,1
Surang's Thai Kitchen,Surang's Thai Kitchen,Restaurant,5455 S Fort Apache Rd 105,Las Vegas,Nevada,89148,63,53,163,nMaIIKEAW2cTEWbEyeFyXQ,Spring Valley,4.5,384,Null,Null,1,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,1,2,1,1,1,Null,1,1
Pepe's Pizza,Pepe's Pizza,Restaurant,9620 Las Vegas Blvd,Las Vegas,Nevada,89123,7,12,14,QnTFXSKoKgwVNwkl1ANTwA,Southeast,4.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,Null,Null,Null,1,Null,Null,1,Null,Null,Null
Teriwoki,Teriwoki,Restaurant,9500 S Eastern Ave,Las Vegas,Nevada,89123,4,7,7,X3s0BN02lS6EigSnJaSyDw,,3.5,4,Null,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,Null,Null,Null,Null,0,0,Null,0,1,1,Null,0,1,Null,1,Null
Levy's Bagels & Deli,Levy's Bagels & Deli,Restaurant,7875 W Sahara Ave -S102,Las Vegas,Nevada,89117,7,30,19,E8JxHzlUrwio8gxV9k8a9Q,Westside,3.5,41,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,0,1,1,Null,1,0
Dairy Queen,Dairy Queen,Restaurant,3154 W Sahara,Las Vegas,Nevada,89102,79,102,173,WHdmQ-zPYYTJUqaUOfNpkQ,Westside,2.0,48,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,0,Null,Null,Null,0,1,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Naked City Pizza Shop,Naked City Pizza,Restaurant,3240 Arville St,Las Vegas,Nevada,89102,51,102,109,P8uECqGqXWTwEndkh-6bQw,Westside,4.0,553,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,0,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,1,1
Arandas Taqueria,Arandas Taqueria,Restaurant,2040 N Nellis Blvd,Las Vegas,Nevada,89115,129,54,279,7NvIgf7XW55OKa5ZU7gw8Q,Sunrise,4.0,25,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,1,0,Null,0,1,1,0,0,1,Null,1,0
Wienerschnitzel,Wienerschnitzel,Restaurant,1760 S Rainbow Blvd,Las Vegas,Nevada,89146,54,36,101,BeAr85oCQpeaWFJjLhRPWg,Westside,4.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
China Pantry,China Pantry @ PREMIUM OUTLET,Restaurant,755 S Grand Central Pkwy,Las Vegas,Nevada,89106,37,0,113,wD7Qg9eounsAtUZjlMZOuA,Downtown,2.0,8,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,1,Null,Null,0,Null,0,1,1,0,0,1,Null,Null,Null
Vegas Bakery,Vegas Bakery,Kitchen Bakery,2067 N Jones,Las Vegas,Nevada,89108,9,24,20,FiKSIDLW3rgxmOkEFYpiEw,,3.5,57,Null,Null,Null,Null,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,1,Null,Null,1,Null,1,Null
Courtyard Cafe,Orleans Hotel and Casino,Restaurant,4500 W Tropicana Ave,Las Vegas,Nevada,89103,35,78,80,2Y0-nrSZNsLRStyupZgM7g,,3.0,136,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,1
Brooklyn Billy's,Brooklyn Billys,Restaurant,6620 W Flamingo Rd,Las Vegas,Nevada,89103,3,16,14,3rDzxvhe5CFzeWjvLj92pw,,4.0,16,Null,Null,0,0,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4845 S Fort Apache Rd C,Las Vegas,Nevada,89147,36,69,76,kwLlQn95rqiqvmM4Yc2hIg,Spring Valley,3.5,143,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4845 S Fort Apache Rd C,Las Vegas,Nevada,89147,36,69,76,mibbKeg4gbD9O58TCjDWgQ,Westside,2.5,64,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
IHOP,International House of Pancakes,Restaurant,5970 Centennial Center Blvd,Las Vegas,Nevada,89149,96,12,194,Tq032toLj_WQY3e7P3aQ8A,Centennial,3.5,75,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,6,Null,Null,0,Null,1,Null,1,0,Null,0,1,2,0,1,1,Null,Null,0
China a Go Go,China a Go Go,Restaurant,505 E Windmill Ln 1D,Las Vegas,Nevada,89123,48,88,117,QpOAv584eb-ecG4TLEm95g,Southeast,3.5,146,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,Null,0
Cugino's Pizzeria,Mango's,Restaurant,6650 Vegas Dr,Las Vegas,Nevada,89108,19,4,50,ucv_SCACwuW4wEOudO_xyg,,4.5,6,Null,Null,Null,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,0,0,Null,Null,Null,2,0,0,1,Null,Null,Null
Sweet Tomatoes,Sweet Tomatoes,Restaurant,2080 N Rainbow Blvd,Las Vegas,Nevada,89108,33,40,55,56Ll9rqG2WxXj4X2pmlkHQ,,3.5,254,Null,Null,0,1,Null,0,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,0,1,Null,1,0
Yogis Teriyaki House,Yogis Teriyaki House,Restaurant,4825 S Fort Apache Rd,Las Vegas,Nevada,89147,21,80,35,yU34swtpTS8-SMjeLIEFcQ,Spring Valley,4.0,99,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Verrazano Pizza,Verrazano Pizza,Restaurant,2381 E Windmill Ln,Las Vegas,Nevada,89123,38,75,93,6Na0jTJjX5GQY_ZJ53G02A,Southeast,3.5,111,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,0
