name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi
Dunkin' Donuts,DUNKIN DONUTS,Restaurant,6795 W Tropicana Ave,Las Vegas,Nevada,89103,32,84,63,_axD8DiO1to9Am8xJjtKHw,Spring Valley,3.5,70,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null,Null,1,Null,Null,1
Town Center Lounge,Town Center Lounge & Restaurant,Bar / Tavern,6050 Sky Pointe Dr,Las Vegas,Nevada,89130,43,117,90,jkhEPQovg6JKPzUr43MC_g,Centennial,3.0,16,Null,Null,2,0,Null,Null,1,1,Null,1,1,Null,Null,0,Null,Null,0,Null,0,Null,Null,Null,1,1,0,1,Null,0,Null,Null,Null,1,2,Null,Null,Null,1,1,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,74,36,174,eqRYda9F_4ziinRW-N6ixw,Westside,2.5,48,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,1,Null,1,3,Null,Null,0,Null,0,Null,0,0,Null,0,0,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,74,36,174,RhV7sraRUB3km-gF-tmDow,Westside,3.0,61,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,4,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,74,36,174,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3.0,74,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop - DELETED,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,15,6,33,eqRYda9F_4ziinRW-N6ixw,Westside,2.5,48,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,1,Null,1,3,Null,Null,0,Null,0,Null,0,0,Null,0,0,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop - DELETED,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,15,6,33,RhV7sraRUB3km-gF-tmDow,Westside,3.0,61,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,4,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop - DELETED,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117,15,6,33,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3.0,74,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3399 S Durango Dr 102,Las Vegas,Nevada,89117,57,126,112,eqRYda9F_4ziinRW-N6ixw,Westside,2.5,48,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,1,Null,1,3,Null,Null,0,Null,0,Null,0,0,Null,0,0,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3399 S Durango Dr 102,Las Vegas,Nevada,89117,57,126,112,RhV7sraRUB3km-gF-tmDow,Westside,3.0,61,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,4,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3399 S Durango Dr 102,Las Vegas,Nevada,89117,57,126,112,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3.0,74,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1101 S Fort Apache Rd,Las Vegas,Nevada,89117,47,148,121,eqRYda9F_4ziinRW-N6ixw,Westside,2.5,48,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,1,Null,1,3,Null,Null,0,Null,0,Null,0,0,Null,0,0,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1101 S Fort Apache Rd,Las Vegas,Nevada,89117,47,148,121,RhV7sraRUB3km-gF-tmDow,Westside,3.0,61,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,4,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1101 S Fort Apache Rd,Las Vegas,Nevada,89117,47,148,121,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3.0,74,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Outback Steakhouse,Outback Steakhouse 3214,Restaurant,8671 W Sahara Ave,Las Vegas,Nevada,89117,25,84,51,gqcJHVFCPeBRGnDf8bFzMw,The Lakes,3.5,204,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,Null,1
Ichiza,ICHIZA,Restaurant,4355 Spring Mountain Rd 205,Las Vegas,Nevada,89102,261,0,579,j5nPiTwWEFr-VsePew7Sjg,Chinatown,4.0,1410,Null,Null,2,1,0,1,Null,1,Null,1,1,Null,0,Null,0,Null,0,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,1,0,1,2,1,1,1,Null,1,0
Church's Chicken,Church's Chicken,Restaurant,868 N Nellis Blvd,Las Vegas,Nevada,89110,44,96,90,Wo_ZL7I3hS-eW6pJWg1V8A,Sunrise,2.0,13,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,0,0
Yogurtland,Yogurtland,Restaurant,9516 W Flamingo Rd,Las Vegas,Nevada,89147,21,8,40,1Vn_lex3LGGwuTo-xeJnww,Spring Valley,4.0,128,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,1
Makino,Makino @ PREMIUM OUTLET,Restaurant,755 S Grand Central Pkwy,Las Vegas,Nevada,89106,44,45,134,FCP5hYaTtn6dkpmZ_NTvEw,Downtown,3.5,209,Null,Null,1,1,0,1,Null,1,Null,1,1,Null,0,Null,0,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,0
Tortilleria San Diego,Tortilleria San Diego,Restaurant,235 N Eastern Ave 117,Las Vegas,Nevada,89101,56,3,152,crGdKSRKi25R2vorZ7skzg,Downtown,4.5,3,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null
Four Mile Bar,Four Mile Bar,Bar / Tavern,3650 Boulder Hwy,Las Vegas,Nevada,89121,28,30,56,_WfdPyh065bo59USqPi9xQ,Eastside,4.0,13,Null,Null,2,0,Null,Null,2,1,Null,0,0,Null,Null,0,Null,Null,Null,Null,1,Null,Null,Null,1,1,0,1,Null,0,Null,Null,Null,1,1,0,Null,Null,Null,Null,1
Tacos El Burrito Loco,TACOS EL BURRITO LOCO,Restaurant,2401 S VALLEY VIEW,Las Vegas,Nevada,89102,99,60,196,dYZqJ2S1ND9KghLIKJg71g,Westside,3.5,25,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0
Teddy's Bakery,Teddy's Bakery,Restaurant,5025 S Fort Apache Rd 105,Las Vegas,Nevada,89148,25,72,53,QOlGFm6M_33fzGgQ5I-Kgg,Spring Valley,2.5,20,Null,Null,Null,Null,Null,Null,Null,0,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,1,Null,Null,Null,Null,1,Null
Donut Hut,Donut Hut,Restaurant,3242 E Desert Inn Rd,Las Vegas,Nevada,89121,35,48,66,HsrEbWCg8K06pUhx469uSw,Eastside,4.5,132,Null,Null,0,Null,Null,Null,Null,1,Null,0,1,0,1,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,Null
IHOP,International House of Pancakes #1619,Restaurant,5170 S Fort Apache Rd,Las Vegas,Nevada,89148,37,99,80,6HdzmAatFoB8UDep4n9QIw,Spring Valley,3.0,98,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,5,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,Null,1
Juices Wild,Juices Wild,Restaurant,7500 W Lake Mead Blvd,Las Vegas,Nevada,89128,22,48,59,bcpCJ7q9_HXO53eaeuIZrw,,4.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,0
Annie's Kitchen,Annie's Kitchen,Restaurant,1212 D St,Las Vegas,Nevada,89106,22,56,44,Rhz38lsptoxX9IWS641LFA,,4.0,21,Null,Null,0,0,Null,Null,Null,0,Null,0,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
CHINA ONE,CHINA ONE,Restaurant,7380 S RAINBOW Blvd 102,Las Vegas,Nevada,89139,2,8,8,Yo8NIJEtc8UEbPd38L35ow,Southwest,4.5,16,Null,Null,Null,0,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,1,1,Null,1,Null,Null,0
Coffee Pub,Coffee Pub,Restaurant,2800 W Sahara Ave 2A,Las Vegas,Nevada,89102,102,66,235,0XEqyl_lVaJNHRKxNcjJZg,Westside,4.5,493,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,1,1,1,0,1,1,Null,1,1
San Salvador Restaurant,San Salvador Restaurant,Restaurant,6651 Smoke Ranch Rd,Las Vegas,Nevada,89108,132,190,318,#NAME?,,4.0,30,Null,Null,1,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,0,Null,Null,1,0,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,1,0
Cafe Chloe,Cafe Chloe,Restaurant,4155 S Buffalo Dr,Las Vegas,Nevada,89147,63,78,133,Ql_J2DSIE8QYp5rXf3721A,Spring Valley,4.0,40,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,3,1,1,1,Null,1,0
Larry Flynt's Hustler Club,LARRY FLYNT'S HUSTLER CLUB,Bar / Tavern,6007 DEAN  MARTIN Dr,Las Vegas,Nevada,89118,25,17,53,QqE0ECLim5hA-sV-kJiIIA,,3.0,227,Null,Null,2,0,Null,Null,3,1,Null,1,3,Null,Null,1,Null,Null,Null,Null,1,Null,Null,Null,1,1,1,2,Null,1,Null,Null,Null,1,2,Null,Null,Null,1,1,Null
Harold's Chicken & Fish,Harold's Chicken & Fish,Restaurant,4950 S Rainbow Blvd,Las Vegas,Nevada,89118,9,24,27,awAxthsSo0Y8KBQXJhNxvQ,Spring Valley,3.0,29,Null,Null,0,0,Null,Null,Null,Null,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,0,1,0,0,1,Null,1,0
Aloha Hawaiian BBQ,Aloha Hawaiian BBQ,Restaurant,6475 S Pecos Rd A,Las Vegas,Nevada,89120,67,129,136,Jl6_g-pZD5aQGg2y87myeQ,Southeast,3.5,99,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,0
Crowbar,Crowbar,Bar / Tavern,6851 W Flamingo Rd,Las Vegas,Nevada,89103,41,74,85,HW7zxZhaq01rqphUvae7cA,,4.5,11,Null,Null,2,2,Null,Null,Null,0,0,1,0,Null,Null,0,Null,Null,0,Null,0,Null,Null,Null,1,1,0,1,Null,0,Null,Null,Null,1,1,0,Null,Null,1,1,1
Las Americas,Las Americas,Restaurant,2319 S Eastern Ave,Las Vegas,Nevada,89104,147,238,354,4VXIS8vpNzEysXZVN5xGDA,Downtown,4.0,55,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0
Jake's Bar,Jakes Bar & Restaurant,Bar / Tavern,2301 S Eastern Ave,Las Vegas,Nevada,89104,31,62,57,JpPlBOJg9fb4Ib_iQnnURw,Downtown,4.0,25,Null,Null,2,1,Null,Null,3,1,Null,1,1,Null,Null,0,Null,Null,0,Null,0,Null,Null,Null,1,1,1,1,Null,0,Null,Null,Null,1,1,0,Null,Null,1,1,1
Odyssey Pizza,Odyssey Pizza,Restaurant,1930 Fremont St,Las Vegas,Nevada,89101,50,12,141,9J-Vg2-uqjreSRtITaDlMg,Downtown,4.5,27,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0
McDonald's,Walmart,Restaurant,201 N Nellis Blvd,Las Vegas,Nevada,89110,34,18,128,oJujreJoOoskuA09JJ39FQ,Sunrise,2.0,12,Null,Null,Null,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,0,0,Null,1,1,2,0,0,1,Null,Null,Null
McDonald's,Walmart,Restaurant,201 N Nellis Blvd,Las Vegas,Nevada,89110,34,18,128,eJECvXFIUnfcDE6PzKS2Yw,,1.5,21,Null,Null,0,0,Null,Null,Null,1,Null,1,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,Null,0,Null,2,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
Che Inka Chicken,Che Inka Chicken,Restaurant,845 S Rainbow Blvd,Las Vegas,Nevada,89145,29,60,92,Qc-bULSBAyVh_qaKRWkF9A,Westside,3.5,21,Null,Null,0,1,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,Null,Null,1,Null,3,Null,0,0,Null,0,1,2,0,1,1,Null,Null,Null
Tverskaya Russian Restaurant,Tverskaya Russian Restaurant,Restaurant,4825 W Flamingo Rd 10,Las Vegas,Nevada,89103,17,18,50,O9J0XoJR16wWbSZpXs9Uwg,,4.0,55,Null,Null,2,2,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,0,0,Null,0,1,2,0,1,0,Null,0,1
Coconut Bistro,Coconut Bistro,Restaurant,3025 E Desert Inn Rd,Las Vegas,Nevada,89121,3,7,7,uwTzA758DKewtUJMe-C1fA,Eastside,4.0,4,Null,Null,0,0,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,1,1,1,Null,1,1
Double Play Sports Bar,Double Play Sports Bar,Bar / Tavern,9495 Las Vegas Blvd,Las Vegas,Nevada,89123,7,3,15,#NAME?,Southeast,4.0,7,Null,Null,2,0,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,Null,Null,Null,Null,1,2,Null,1,1,2,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,Null
Star Mexican Grill,Star Mexican Grill,Restaurant,10140 W Tropicana Ave,Las Vegas,Nevada,89147,6,30,15,YIbsxjyP2jNzoH9RlxaSYA,Spring Valley,3.5,8,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,0,Null,1,0,Null,1,1,1,0,0,1,Null,Null,Null
Dairy Queen,DAIRY QUEEN,Restaurant,7501 W LAKE MEAD,Las Vegas,Nevada,89128,79,8,155,EomaPrsFLVSe9TLRtpevwA,,3.5,31,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,1,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Blue Ox Central,Blue Ox Central,Restaurant,6000 S Eastern Ave 4A-4B,Las Vegas,Nevada,89119,44,62,74,fHo_ycJ1OQ_H7DyctJhr6A,Southeast,4.0,84,Null,Null,2,2,Null,Null,3,1,Null,1,1,Null,0,0,Null,Null,0,Null,0,0,3,Null,1,1,1,1,Null,0,0,Null,0,1,1,0,1,1,1,Null,1
Archi's Thai Cafe,Archi's Thai Cafe,Restaurant,9350 W Sahara Ave,Las Vegas,Nevada,89117,69,27,152,qsJkjQoM3Hdg6Gtqp2S9_w,Westside,3.5,537,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0
Fuddruckers,Fuddruckers @ ORLEANS CASINO,Restaurant,4500 W Tropicana Ave,Las Vegas,Nevada,89103,66,90,133,q3SXDX-a-T_DMU2h2CJzcg,,3.0,110,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Angelina's Pizzeria,Angelinas Pizzeria - Decatur,Restaurant,5750 S Decatur Blvd,Las Vegas,Nevada,89118,72,126,131,21sGRVR7HEs_t6PdB9tGMw,,3.0,214,Null,Null,2,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,0,3,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,1,1,1,Null,1,0
Little Havana Cafe and Smoke Shop,Little Havana Cafe and Smoke Shop,Restaurant,2381 E Windmill Ln 24,Las Vegas,Nevada,89123,4,0,3,BYKdkOGUGDsuYV9XW4_RGA,Southeast,5.0,24,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,2,Null,Null,Null,Null,Null,1
Moon Doggies,Moon Doggies,Bar / Tavern,3240 Arville St D-F,Las Vegas,Nevada,89102,27,30,41,mcWAIj1u1S-QDBhB7CiIdQ,Westside,3.5,125,Null,Null,2,1,Null,Null,3,1,Null,1,1,Null,Null,0,Null,Null,Null,Null,0,0,0,Null,1,1,1,2,Null,0,0,Null,1,1,1,0,Null,1,1,1,0
Aloha Kitchen,Aloha Kitchen,Restaurant,4466 E Charleston Blvd,Las Vegas,Nevada,89104,43,83,106,JgkfjCL1NfMBC_M_hax_3Q,Sunrise,3.5,140,Null,Null,0,1,0,1,Null,1,Null,1,1,Null,1,Null,0,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Rosemary's Restaurant,Rosemary's Restaurant/Bar,Restaurant,8125 W Sahara Ave,Las Vegas,Nevada,89117,6,18,19,3m2XZFVraCiqjgLxHi5MdA,Westside,4.5,323,Null,Null,2,1,0,0,Null,Null,Null,1,1,Null,0,Null,1,Null,Null,Null,Null,0,1,Null,Null,0,Null,1,Null,0,1,Null,0,1,3,1,1,1,Null,1,0
Pura Vida Bakery & Bystro,Pura Vida Bakery & Bystro,Restaurant,1236 Western Ave,Las Vegas,Nevada,89102,9,9,22,SuRxV4YkPsvyyqK57On0rQ,Downtown,4.0,219,Null,Null,0,1,Null,Null,Null,Null,Null,1,2,Null,1,Null,Null,Null,1,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,0,2,1,1,1,Null,1,1
Aloha Hawaiian BBQ,ALOHA HAWAIIAN BBQ,Restaurant,4990 W CRAIG,Las Vegas,Nevada,89130,108,85,230,KTDDw1gAV4G_YoKOdQ1Ygw,Northwest,3.5,87,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,1,0
Romano's Macaroni Grill,"Mac Acquisition, LLC",Restaurant,2400 W Sahara Ave,Las Vegas,Nevada,89102,113,138,276,LZSyWy4IHgXg6QhW2jrBlw,,3.0,131,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,0,1,2,Null,1,0,0,1,Null,0,0,1,0,1,2,1,1,1,Null,0,0
Benjarong Authentic Thai Cuisine,Benjarong Authentic Thai Cuisine,Restaurant,7425 S Durango Dr 101,Las Vegas,Nevada,89113,69,104,139,_8yxceldCT7oe0wJC-yDPA,Southwest,3.5,174,Null,Null,1,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,1,2,0,1,1,Null,1,0
Del Taco,Del Taco #1095,Restaurant,7757 N El Capitan Way,Las Vegas,Nevada,89143,34,94,88,0Nb4piKDUVbedlrakwEUuw,Centennial,3.0,43,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,1,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
BJ'S Cocktail Lounge South,BJ'S Cocktail Lounge South,Restaurant,3835 W Martin Ave,Las Vegas,Nevada,89118,30,27,71,C1fyoypOblHhDzSxXTRWKg,,4.5,22,Null,Null,2,1,Null,Null,2,1,Null,1,1,Null,Null,0,Null,Null,Null,Null,0,Null,Null,Null,1,1,0,0,Null,0,Null,Null,Null,1,2,0,Null,Null,1,Null,Null
China Star,China Star,Restaurant,2590 S Maryland Pkwy,Las Vegas,Nevada,89109,132,117,313,Hg3pn4JwDD0Mm_Hxr-at2w,The Strip,2.5,6,Null,Null,1,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,0,0,Null,0,1,1,Null,1,0,Null,1,Null
Little Hong Kong,Little Hong Kong,Restaurant,4375 N Las Vegas Blvd,Las Vegas,Nevada,89115,59,63,110,vX-FwyJ7eINXn_Gn6CqMFg,,3.0,38,Null,Null,0,0,Null,Null,Null,0,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,1,1,1,Null,1,0
The Las Vegas Grille,"Las Vegas Grille, The",Restaurant,7865 W Sahara Ave,Las Vegas,Nevada,89117,8,16,16,DO3FefiMYiPYsEl6O8W2dw,Westside,4.5,84,Null,Null,1,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,1,1,2,1,0,1,Null,1,1
Rosati's Pizza,ROSATI'S PIZZA,Restaurant,3370 S HUALAPAI Way 100,Las Vegas,Nevada,89117,89,128,161,zBD6zc8YU-TA0_KJmN1tpA,South Summerlin,3.5,166,Null,Null,0,1,Null,Null,Null,0,0,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,1,1
Blue Mule Saloon,Blue Mule Saloon,Bar / Tavern,3118 N Las Vegas Blvd,Las Vegas,Nevada,89115,23,75,50,tX2UUyP3WCCsfqWGQcMBkA,Sunrise,5.0,5,Null,Null,2,0,Null,Null,3,1,Null,0,0,Null,Null,0,Null,Null,Null,Null,0,Null,Null,Null,1,1,1,1,Null,0,Null,Null,Null,1,1,0,Null,Null,1,Null,Null
Long John Silver's,Long John Silver's #31331,Restaurant,2207 E Windmill Ln,Las Vegas,Nevada,89123,20,45,38,nQvn3VIhBqfD43Ag7QfflA,Southeast,2.0,16,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,0,Null,0,0,Null,0,0,1,0,0,1,Null,Null,0
Firehouse Subs,FIREHOUSE SUBS,Restaurant,6070 S RAINBOW 1,Las Vegas,Nevada,89118,15,39,28,tVW7pefO8xIgWMF86oVhKQ,Spring Valley,4.0,109,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,0,0,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,1,0,1,Null,1,0
Laurita's Taco Shop,Laurita's Taco Shop,Restaurant,8880 S Maryland Pkwy 130,Las Vegas,Nevada,89123,49,83,108,Fkj8vJocYilePMZv2y54WA,Southeast,3.5,124,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,4,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Brio Tuscan Grille,Brio Tuscan Grille,Restaurant,420 S Rampart,Las Vegas,Nevada,89145,21,64,53,eBj_YyJU5jVu6tbZCkdtDA,Westside,4.0,505,Null,Null,2,1,Null,Null,3,1,Null,1,2,Null,1,0,Null,Null,Null,Null,0,1,4,Null,1,1,0,1,Null,1,0,Null,1,1,2,1,1,1,0,1,0
Brothers Italian Bistro,Brothers Italian Bistro,Restaurant,7575 S Rainbow Blvd,Las Vegas,Nevada,89139,80,397,170,h5qBxa_L-pIdNSOBQxTNGQ,Southwest,2.5,205,Null,Null,0,0,Null,Null,Null,0,0,1,1,Null,1,Null,Null,Null,0,0,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,1,0
