RestaurantName,LocationName,CategoryName,Address,City,State,Zip,Violations,CurrentDemerits,InspectionDemerits
SLS KATSUYA-CLEO WAREWASH,SLS LAS VEGAS,Special Kitchen,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,5,0.0,3.0
LOBSTER ME SERVICE BAR,LOBSTER ME @ MIRACLE MILE,Bar / Tavern,3663 S Las Vegas Blvd,Las Vegas,Nevada,89109-1920,12,13.0,16.0
ARIA BACCARAT BUFFET,CITY CENTER HOTELS,Buffet,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,11,6.0,20.0
PH SHIVER BAR,PLANET HOLLYWOOD RESORT AND CASINO,Bar / Tavern,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,14,59.0,35.0
7-Eleven #29932 - SNACK BAR,7-Eleven Food Store #29932,Snack Bar,1011 E Cheyenne Ave,North Las Vegas,Nevada,89030-8036,37,108.0,74.0
PASEO VERDE LITTLE LEAGUE,PASEO VERDE LITTLE LEAGUE,Concessions,2256 REUNION Dr,Henderson,Nevada,89052,2,5.0,5.0
SUGARCANE - RESTAURANT,SUGARCANE RAW BAR AND GRILL @ GCS,Restaurant,3377 S LAS VEGAS,Las Vegas,Nevada,89109,9,12.0,28.0
RED ROBIN SHOPS @ SUMMERLIN,SHOPS AT SUMMERLIN - RED ROBIN BURGERS AND BREWS,Restaurant,10990 LAVENDER HILL,Las Vegas,Nevada,89135,15,8.0,22.0
PURE INDIAN CUISINE BAR,PURE INDIAN CUISINE,Bar / Tavern,1405 E SUNSET,Las Vegas,Nevada,89119,6,9.0,15.0
TMA - MC19 SUPER NACHOS CONCESSION,LEVY @ T-MOBILE ARENA,Snack Bar,3780 S LAS VEGAS,Las Vegas,Nevada,89109,5,0.0,14.0
GREEN VALLEY RANCH BINGO BAR,GREEN VALLEY RANCH,Bar / Tavern,2300 Paseo Verde Pkwy,Henderson,Nevada,89052-2672,8,0.0,6.0
HWA RO,HWA RO,Restaurant,5030 SPRING MOUNTAIN Rd 3-5,Las Vegas,Nevada,89146,107,57.0,273.0
CAESARS FL 3 GARDE MANGER STORAGE,CAESARS PALACE HOTEL & CASINO,Garde Manger,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,13,70.0,29.0
Rubalcabas Taco Shop #2,Rubalcabas Taco Shop #2,Restaurant,5185 E Lake Mead Blvd,Las Vegas,Nevada,89156-6763,73,72.0,168.0
ARIZONA CHARLIES MAIN KITCHEN,Arizona Charlie's,Special Kitchen,740 S Decatur Blvd,Las Vegas,Nevada,89107-3907,38,50.0,87.0
HABIT BURGER GRILL @ FASHION SHOW,HABIT BURGER GRILL @ FASHION SHOW,Restaurant,3200 S LAS VEGAS 3060,Las Vegas,Nevada,89109,21,24.0,57.0
Royal Links Golf Club Cart #1,ROYALS LINKS GOLF COURSE BAR,Self-Service Food Truck,5995 VEGAS VALLEY Dr,Las Vegas,Nevada,89122,12,0.0,13.0
PTS GOLD 47 BAR,PTS GOLD 47,Bar / Tavern,9050 W Post Rd,Las Vegas,Nevada,89148-2419,27,9.0,58.0
Bo Bo China,Bo Bo China,Restaurant,8465 W Sahara Ave,Las Vegas,Nevada,89117-8960,82,135.0,161.0
GREEN VALLEY RANCH LOBBY BAR,GREEN VALLEY RANCH,Bar / Tavern,2300 Paseo Verde Pkwy,Henderson,Nevada,89052-2672,4,9.0,9.0
COSMO EGGSLUT P2,COSMOPOLITAN RESORT & CASINO,Restaurant,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,1,0.0,0.0
SIN FRONTERAS TACOS,SIN FRONTERAS TACOS,Restaurant,4016 N TENAYA,Las Vegas,Nevada,89129,7,0.0,8.0
ODD FELLOWS PORTABLE BAR,ODD FELLOWS,Portable Unit,150 N LAS VEGAS Blvd 190,Las Vegas,Nevada,89101,5,9.0,9.0
SEKUSHI JAPANESE GRILL,SEKUSHI JAPANESE RESTAURANT @ PARIS,Restaurant,3655 S LAS VEGAS,Las Vegas,Nevada,89109,32,9.0,73.0
TROPICANA BANQUET BEV STATION 1 & 2,TROPICANA LAS VEGAS HOTEL & CASINO,Pantry,3801 S Las Vegas Blvd,Las Vegas,Nevada,89109-4325,21,24.0,45.0
MR. TEA,MR. TEA,Snack Bar,6120 W TROPICANA,Las Vegas,Nevada,89103,8,24.0,21.0
BLISS BANQUET HALL,BLISS BANQUET HALL,Bar / Tavern,3317 E RUSSELL,Las Vegas,Nevada,89120,6,6.0,9.0
CARIBE BAR @ CANCUN RESORT,COBA CAFE AND CARIBE,Bar / Tavern,8335 S LAS VEGAS,Las Vegas,Nevada,89123,25,62.0,54.0
Aliante Banquet Kitchen,Aliante Hotel & Casino,Special Kitchen,7300 Aliante Pkwy,North Las Vegas,Nevada,89084,20,3.0,34.0
Buffalo Bill's Buffet,Buffalo Bill's Resort & Casino,Buffet,31900 Las Vegas Blvd,Primm,Nevada,89019-7002,29,0.0,61.0
American Mini Mart Snack Bar,American Mini Market,Snack Bar,2564 N Las Vegas Blvd,North Las Vegas,Nevada,89030-5833,67,126.0,161.0
FOUR SEASONS VERANDA HOT / COLD PREP,FOUR SEASONS HOTEL,Special Kitchen,3960 S Las Vegas Blvd,Las Vegas,Nevada,89119-1046,44,62.0,96.0
TOMO SUSHI - SUSHI BAR,TOMO SUSHI,Restaurant,2625 E TROPICANA,Las Vegas,Nevada,89121,16,30.0,42.0
MCCARRAN THE CLUB AT LAS SNACK BAR T3,THE CLUB AT LAS - MCCARRAN T3,Snack Bar,5757 WAYNE NEWTON Blvd,Las Vegas,Nevada,89119,16,53.0,70.0
Popeye's Chicken & Biscuits #10732,Popeyes Chicken & Biscuits,Restaurant,6985 S Rainbow Blvd,Las Vegas,Nevada,89118-3282,3,9.0,9.0
Credit One Bank Employee Cafeteria,Credit One Bank,Restaurant,6801 S Cimarron Rd,Las Vegas,Nevada,89113,12,34.0,34.0
AFC SUSHI @ VON'S 2615,AFC SUSHI @ VON'S 2615,Snack Bar,45 E HORIZON RIDGE Pkwy,Henderson,Nevada,89002,4,6.0,6.0
SIDE YARD - CATERING,SIDE YARD,Caterer,2061 W SUNSET Rd,Henderson,Nevada,89014,1,0.0,0.0
EL PASTORCITO PUSF,EL PASTORCITO #2,Portable Unit,4820 W CHARLESTON,Las Vegas,Nevada,89146,10,20.0,22.0
MGM MORIMOTO LAS VEGAS COLD PREP,MGM GRAND HOTEL & CASINO,Special Kitchen,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,10,0.0,17.0
MCCARRAN PGA RESTAURANT T3,McCarran Host International,Restaurant,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,15,44.0,32.0
LEGEND'S SPORTS GRILL,Legends Sports Bar & Grill,Restaurant,5866 Boulder Hwy,Las Vegas,Nevada,89122-7404,32,60.0,53.0
XIANG WEI XUAN,XIANG WEI XUAN,Restaurant,6000 SPRING MOUNTAIN,Las Vegas,Nevada,89146,39,39.0,81.0
MCCARRAN JERSEY MIKES C GATE,TGI CONCESSIONS,Restaurant,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111,16,34.0,52.0
Sansei Japan,Sansei Japan @ MEADOWS MALL,Restaurant,4300 Meadows Ln,Las Vegas,Nevada,89107-3004,7,14.0,14.0
PKWY MARKS RESTAURANT,PKWY MARKS,Restaurant,445 MARKS,Henderson,Nevada,89111,5,8.0,8.0
DOG ON IT - WHITNEY RANCH RECREATION CENTER,DOG ON IT,Concessions,1575 GALLERIA Dr,Henderson,Nevada,89015,4,9.0,9.0
RIRA IRISH PUB RESTAURANT,RIRA IRISH PUB @ MANDALAY BAY,Restaurant,3930 S Las Vegas Blvd &129,Las Vegas,Nevada,89119-1010,42,18.0,104.0
Dotty's #8 Tavern,Dotty's #8,Bar / Tavern,1133 N Boulder Hwy,Henderson,Nevada,89011-5379,9,0.0,10.0
LOSEE CHARTER SCHOOL ES KITCHEN,LOSEE CHARTER SCHOOL,Elementary School Kitchen,4650 LOSEE Rd,North Las Vegas,Nevada,89030,9,16.0,14.0
CENTERPLATE NORTH KITCHEN DISHROOM MC,CENTERPLATE @ LVCC,Special Kitchen,3150 PARADISE Rd,Las Vegas,Nevada,89109,1,0.0,0.0
TASTY'S SOUL FOOD - DELETED,TASTY'S SOUL FOOD,Restaurant,450 S BUFFALO Dr 115,Las Vegas,Nevada,89145,5,6.0,6.0
Black Bear Diner,Black Bear Diner,Restaurant,6180 W Tropicana Ave,Las Vegas,Nevada,89103-4604,39,120.0,92.0
DOTTY'S #60 SNACK BAR,DOTTY'S #60,Snack Bar,1750 S Rainbow Blvd,Las Vegas,Nevada,89146-2948,6,0.0,5.0
Pioneer Bumbleberry Main Back Line,PIONEER HOTEL,Meat/Poultry/Seafood,2200 S CASINO Dr,Laughlin,Nevada,89029,38,40.0,90.0
REGAL CINEMAS RED ROCK 16 & IMAX,REGAL CINEMAS RED ROCK 16 & IMAX,Snack Bar,11011 W Charleston Blvd,Las Vegas,Nevada,89135-1402,41,44.0,79.0
Green Valley Grocery #41 - Deli,Green Valley Grocery #41,Snack Bar,910 W Mesquite Blvd,Mesquite,Nevada,89027-5204,24,54.0,44.0
South Point Sports Book Bar,South Point Hotel & Casino,Bar / Tavern,9777 Las Vegas Blvd,Las Vegas,Nevada,89183-4013,30,35.0,80.0
JOHN'S INCREDIBLE PIZZA - RESTAURANT,JOHN'S INCREDIBLE PIZZA CO,Restaurant,3700 S MARYLAND,Las Vegas,Nevada,89169,7,15.0,12.0
Outback Steakhouse Lounge,Outback Steakhouse 3212,Bar / Tavern,1950 N Rainbow Blvd,Las Vegas,Nevada,89108-2797,19,52.0,71.0
ARK EDR SERVICE BAR,ARK @ NY NY,Bar / Tavern,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,19,0.0,26.0
MB FLEUR MAIN BAR,MANDALAY BAY HOTEL & CASINO,Bar / Tavern,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,10,67.0,21.0
Aloha a Go Go,Aloha a Go Go,Restaurant,5841 E Charleston Blvd 260,Las Vegas,Nevada,89142,34,91.0,87.0
HOB GOSPEL BRUNCH,HOUSE OF BLUES @ MANDALAY BAY,Buffet,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,29,60.0,80.0
IKEA 1FL SNACK BAR/SUPPORT ROOM,IKEA US RETAIL LLC-462,Snack Bar,6500 Ikea Way,Las Vegas,Nevada,89148,2,6.0,6.0
Poppy's Frozen Yogurt,Poppy's Frozen Yogurt,Restaurant,9345 S Cimarron Rd 110,Las Vegas,Nevada,89178-2551,18,3.0,31.0
LAUGHLIN RIVER LODGE BUFFET HOT BUFFET,Laughlin River Lodge,Special Kitchen,2700 S Casino Dr,Laughlin,Nevada,89029,2,8.0,8.0
WYNN MIZUMI SERVICE BAR,WYNN HOTEL & CASINO,Bar / Tavern,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,8,0.0,35.0
CIRCUS STARBUCKS,Circus Circus Hotel & Casino,Restaurant,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,3,10.0,8.0
Five Star Tavern,Five Star Tavern,Bar / Tavern,1905 N Decatur Blvd,Las Vegas,Nevada,89108-2209,17,66.0,35.0
CAESARS FOOD COURT DELI STATION,CAESARS PALACE HOTEL & CASINO,Restaurant,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,9,48.0,19.0
HOOVER DAM LODGE COFFEE SHOP & KITCHEN,HOOVER DAM LODGE,Restaurant,18000 E 93 HWY S,Boulder City,Nevada,89005,15,56.0,47.0
CIRCUS CATERING KITCHEN,Circus Circus Hotel & Casino,Special Kitchen,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,5,12.0,7.0
R Bar Restaurant,R Bar Restaurant & Bar,Restaurant,6000 W Charleston Blvd,Las Vegas,Nevada,89146-1108,13,24.0,28.0
MONTE CARLO BRAND RESTAURANT,MONTE CARLO HOTEL & CASINO,Restaurant,3770 S Las Vegas Blvd,Las Vegas,Nevada,89109-4337,18,21.0,24.0
MB BEER CART,MANDALAY BAY HOTEL & CASINO,Portable Unit,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,5,0.0,1.0
Golf Clubhouse Bar,Oasis Golf Clubhouse,Bar / Tavern,100 Palmer Ln,Mesquite,Nevada,89027-2900,9,0.0,7.0
DRAGONRIDGE CC POOL SNACK BAR,DRAGONRIDGE COUNTRY CLUB,Snack Bar,552 S Stephanie St,Henderson,Nevada,89012-4855,15,40.0,62.0
Embassy Terrace Service Bar,"Embassy Terrace LLC, The",Bar / Tavern,2800 W Sahara Ave 1F,Las Vegas,Nevada,89102-4390,18,40.0,46.0
Crowbar Kitchen,CROWBAR,Restaurant,1113 S RAINBOW,Las Vegas,Nevada,89146,22,24.0,43.0
Las Vegas Club Front Bar,Las Vegas Club Hotel,Bar / Tavern,18 Fremont St,Las Vegas,Nevada,89101-5678,48,88.0,117.0
Kahootz Too,Parkdale Plaza-Kahootz Too,Bar / Tavern,4213 Boulder Hwy,Las Vegas,Nevada,89121-3022,6,30.0,24.0
Chef's Pantry Cafe - Bar,Chef's Pantry Cafe,Bar / Tavern,2215 Thomas Ryan Blvd,Las Vegas,Nevada,89134,2,12.0,6.0
Tonys Hot Dogs,Tonys Hot Dogs,Portable Unit,1499 N Lamb Blvd,Las Vegas,Nevada,89110,7,0.0,16.0
Messy Dogs,Spearmint Rhino - Messy Dogs,Portable Unit,3340 S Highland Dr,Las Vegas,Nevada,89109-3427,2,2.0,2.0
Wholesome Tummies Catering,Wholesome Tummies Catering,Caterer,4465 Wagon Trail,Las Vegas,Nevada,89118,16,12.0,32.0
R & A SNACKS,R & A SNACKS - MOBILE,Food Trucks / Mobile Vendor,2025 E SAHARA Ave,Las Vegas,Nevada,89104,1,0.0,0.0
HAKKASAN LVL 3 BAR 3,HAKKASAN @ MGM GRAND,Bar / Tavern,3799 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,7,12.0,14.0
FRESH ATTRACTIONS KIOSK GATE C6,McCarran - Wolfgang Puck,Portable Unit,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,3,16.0,11.0
CAMINO AL FUTURO - HERBALIFE,CAMINO AL FUTURO,Snack Bar,717 N NELLIS Blvd,Las Vegas,Nevada,89110,7,6.0,18.0
LA SUGARIE,LA SUGARIE,Special Kitchen,6235 S PECOS Rd 106,Las Vegas,Nevada,89120,1,3.0,3.0
CAFE CASERA,CAFE CASERA,Restaurant,7720 S JONES Blvd 105,Las Vegas,Nevada,89139,2,0.0,0.0
BB'S CLUBHOUSE BAR,BB'S CLUBHOUSE,Bar / Tavern,4660 BOULDER HIGHWAY,Las Vegas,Nevada,89117,5,9.0,9.0
EASTSIDE CANNERY 16TH FL MAIN KITCHEN,Eastside Cannery Casino,Special Kitchen,5255 Boulder Hwy,Las Vegas,Nevada,89122-6005,3,0.0,0.0
HACIENDA GARDENS LAS VEGAS,HACIENDA GARDENS LAS VEGAS,Caterer,6250 MCLEOD 100,Las Vegas,Nevada,89107,2,3.0,3.0
Palace Station Trackside Bar,Palace Station,Bar / Tavern,2411 W Sahara Ave,Las Vegas,Nevada,89102-4343,3,6.0,6.0
PT'S Pub Triple Bar,PT'S Pub Triple Bar  #540,Bar / Tavern,4420 N Decatur Blvd,North Las Vegas,Nevada,89031,26,39.0,46.0
Levy Restaurant @ LVMS Mezzanine Beer 1,Levy Restaurants @ LVMS,Bar / Tavern,7000 N Las Vegas Blvd,Las Vegas,Nevada,89115-1708,11,6.0,13.0
Desert Pines Buffet,Desert Pines Golf Club,Buffet,3415 E Bonanza Rd,Las Vegas,Nevada,89101-2420,10,0.0,0.0
Innovation Int'l Charter School Kitchen,Innovation International Charter,Institutional Food Service,1600 E Oakey Blvd,Las Vegas,Nevada,89104-3334,23,122.0,42.0
MCCARRAN FRESH ATTRACTIONS - GREEN MACHINE,McCarran Host International,Portable Unit,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,5,15.0,5.0
LAZY DOG RESTAURANT AND BAR SPECIAL KITCHEN,LAZY DOG RESTAURANT AND BAR,Special Kitchen,6509 S LAS VEGAS,Las Vegas,Nevada,89119,4,11.0,11.0
McDonald's #13835,McDonald's #13835,Restaurant,7662 W Lake Mead Blvd,Las Vegas,Nevada,89128-6642,31,33.0,70.0
808 Hawaii Mixed Plate - DELETED,808 Hawaii Mixed Plate,Restaurant,775 W Craig Rd,North Las Vegas,Nevada,89032-6174,10,16.0,28.0
ROCKY MOUNTAIN CHOCOLATE FACTORY @ FREMONT HOTEL,ROCKY MOUNTAIN CHOCOLATE FACTORY @ FREMONT HOTEL,Confection,200 Fremont St,Las Vegas,Nevada,89101-5622,37,30.0,56.0
Subway #46677,Subway #46677,Restaurant,8110 W Warm Springs Rd,Las Vegas,Nevada,89113-3601,22,81.0,52.0
Daily Kitchen,Daily Kitchen,Restaurant,3645 S Town Center Dr 102,Las Vegas,Nevada,89135,66,80.0,135.0
Rio Lobby Theatre Bar,Rio Suites Hotel,Bar / Tavern,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,29,90.0,84.0
BUCA CAFE I&TT DAILY BUFFET,BUCA CAFE ITALIANO & TEQUILA TAQUERIA @ BALLY'S,Buffet,3645 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,4,3.0,11.0
GREENS AND PROTEINS,GREENS AND PROTEINS,Restaurant,9809 W FLAMINGO Rd,Las Vegas,Nevada,89147,41,20.0,90.0
MIRAGE HIGH LIMIT DISH ROOM / PANTRY,MIRAGE HOTEL & CASINO,Pantry,3400 S Las Vegas Blvd,Las Vegas,Nevada,89109-8923,22,27.0,40.0
MARTIN'S ICE CREAM TRUCK,MARTIN'S ICE CREAM TRUCK,Food Trucks / Mobile Vendor,1100 SEARLES,Las Vegas,Nevada,89101,6,3.0,6.0
MB MIZUYA LOUNGE,MANDALAY BAY HOTEL & CASINO,Bar / Tavern,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,42,39.0,90.0
VDARA CAFE MARKET WAREWASH,VDARA,Special Kitchen,2600 W Harmon Ave,Las Vegas,Nevada,89158-4538,8,35.0,9.0
TAO BEACH OUTSIDE BAR,TAO BEACH POOL @ VENETIAN,Bar / Tavern,3377 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,11,0.0,9.0
BIG HORN OLIVE OIL - SAMPLING,BIG HORN OLIVE OIL COMPANY,Snack Bar,2110 N RAMPART Blvd 140,Las Vegas,Nevada,89129,5,0.0,0.0
THAI PLACE,THAI PLACE,Restaurant,4019 S Maryland Pkwy,Las Vegas,Nevada,89119-7548,162,224.0,388.0
LUMBERJACKS,LUMBERJACKS #1010,Restaurant,965 W Craig Rd,North Las Vegas,Nevada,89032,24,0.0,67.0
TACOS & RITAS MGM FOOD COURT,BONANNO RESTAURANTS LLC @ MGM,Restaurant,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,15,36.0,22.0
Outback Steakhouse Bar,Outback Steakhouse,Bar / Tavern,2625 W Craig Rd,North Las Vegas,Nevada,89032-0719,16,0.0,39.0
COLDSTONE CREAMERY,COLDSTONE CREAMERY,Restaurant,5841 E Charleston Blvd 210,Las Vegas,Nevada,89142,14,0.0,12.0
HGV CLUB @ LVH SNACK BAR,HGV CLUB @ PARADISE,Snack Bar,455 Karen Ave,Las Vegas,Nevada,89109-5231,28,38.0,73.0
GOLDEN GATE - MAIN BAR,Golden Gate Hotel & Casino,Bar / Tavern,1 Fremont St,Las Vegas,Nevada,89101-5601,7,9.0,20.0
TERRIBLE HERBST OIL #290 SNACK BAR,TERRIBLE HERBST OIL #290,Snack Bar,6050 W SUNSET,Las Vegas,Nevada,89118,4,9.0,9.0
L & L HAWAIIAN BBQ,L & L HAWAIIAN BBQ,Restaurant,2595 S Maryland Pkwy,Las Vegas,Nevada,89109-8305,67,6.0,157.0
RIVERSIDE Loser's Lounge,Riverside Resort & Casino,Bar / Tavern,1650 S Casino Dr,Laughlin,Nevada,89029-1512,17,0.0,34.0
Riverside North Tower Bar,Riverside Resort & Casino,Bar / Tavern,1650 S Casino Dr,Laughlin,Nevada,89029-1512,19,43.0,36.0
DAIRY QUEEN,DAIRY QUEEN,Snack Bar,2595 S Maryland Pkwy 107B,Las Vegas,Nevada,89109-8305,58,42.0,104.0
Buffalo Bill's GUILLERMOS RESTAURANT,Buffalo Bill's Resort & Casino,Restaurant,31900 Las Vegas Blvd,Primm,Nevada,89019-7002,27,93.0,65.0
Concession #9,Orleans Hotel and Casino,Pantry,4500 W Tropicana Ave,Las Vegas,Nevada,89103-5420,18,0.0,12.0
Regal Cinemas Aliante,Regal Cinemas Aliante,Snack Bar,7300 Aliante Pkwy,North Las Vegas,Nevada,89084,46,15.0,84.0
CHIBO AFRICAN MARKET - RESTAURANT,CHIBO AFRICAN MARKET,Restaurant,3385 S DECATUR,Las Vegas,Nevada,89102,11,16.0,28.0
South Point Coffee Shop Pantry,South Point Hotel & Casino,Pantry,9777 Las Vegas Blvd,Las Vegas,Nevada,89183-4013,15,0.0,33.0
California Hotel Noodle House,California Hotel & Casino,Restaurant,12 E Ogden Ave,Las Vegas,Nevada,89101-2943,46,3.0,97.0
CHINESE GOURMET EXPRESS,CHINESE GOURMET EXPRESS - BOULEVARD MALL,Restaurant,3480 S Maryland Pkwy 101,Las Vegas,Nevada,89169,47,102.0,93.0
TROPICAL SMOOTHIE CAFE #NV03,Tropical Smoothie,Restaurant,10260 W Charleston Blvd #103,Las Vegas,Nevada,89135-1039,82,51.0,159.0
REGENCY CASINO SNACK SHACK,Regency Casino,Snack Bar,1950 S Casino Dr,Laughlin,Nevada,89029-1513,10,0.0,10.0
SALUD MEXICAN BISTRO & TEQUILERIA BAR,SALUD MEXICAN BISTRO & TEQUILERIA,Bar / Tavern,8125 W SAHARA 110,Las Vegas,Nevada,89117,6,11.0,11.0
SANTA FE BUFFET ASIAN,Santa Fe Station Hotel & Casino,Buffet,4949 N Rancho Dr,Las Vegas,Nevada,89130-3505,21,5.0,41.0
IHOP Restaurant #1612,IHOP Restaurant #1612,Restaurant,352 N Nellis Blvd,Las Vegas,Nevada,89110-5336,65,12.0,144.0
MCCARRAN STARBUCKS ESPLANADE T1,McCarran Host International,Restaurant,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,19,6.0,23.0
FLAMINGO ROASTING KITCHEN,FLAMINGO LV HOTEL & CASINO,Special Kitchen,3555 S Las Vegas Blvd,Las Vegas,Nevada,89109-8901,15,0.0,22.0
Elite At Wildhorse Golf Club Refreshment Center,ELITE AT WILDHORSE GOLF CLUB,Snack Bar,2100 W Warm Springs Rd,Henderson,Nevada,89014-5514,17,12.0,41.0
RM SEAFOOD BAR,MANDALAY PLACE - RM SEAFOOD,Bar / Tavern,3930 S Las Vegas Blvd S200,Las Vegas,Nevada,89119-1010,1,3.0,3.0
VIOLAS TAVERN & GAMING,VIOLAS TAVERN & GAMING AND MOB CITY PIZZA,Bar / Tavern,4485 S JONES,Las Vegas,Nevada,89103,34,77.0,76.0
ANTHEM COUNTRY CLUB  ATHLETIC CLUB CAFE,Anthem Country Club,Snack Bar,2 Club Side Dr,Henderson,Nevada,89052-6663,26,60.0,56.0
Mad Greek Cafe,Mad Greek Cafe,Restaurant,32110 Las Vegas Blvd,Primm,Nevada,89019-7004,83,50.0,203.0
Havana Grill Bar,Havana Grill,Bar / Tavern,8878 S Eastern Ave 100,Las Vegas,Nevada,89123-3290,23,56.0,61.0
ARK ROOM SERVICE SVC BAR,ARK @ NY NY,Bar / Tavern,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,14,0.0,26.0
STANDARD & POUR BAR,STANDARD & POUR,Bar / Tavern,11261 S EASTERN Ave 200,Henderson,Nevada,89052,4,12.0,14.0
Kopper Keg St. Rose Bar,Kopper Keg St. Rose,Bar / Tavern,3051 Saint Rose Pkwy,Henderson,Nevada,89052-3839,24,72.0,59.0
Commissary Kitchen,Orleans Hotel and Casino,Special Kitchen,4500 W Tropicana Ave,Las Vegas,Nevada,89103-5420,16,0.0,26.0
Eureka Casino II Poker RM Snack Bar,EUREKA CASINO HOTEL,Snack Bar,275 MESA,Mesquite,Nevada,89027,15,30.0,20.0
Taco Bell #31915,Taco Bell #31915,Restaurant,4880 W Frias Ave,Las Vegas,Nevada,89141-8884,1,0.0,0.0
Bagel Cafe - Restaurant,Bagel Cafe,Restaurant,301 N Buffalo Dr,Las Vegas,Nevada,89145-0324,22,80.0,72.0
ARA MB ARENA STAND 208 PIZZA,ARAMARK @ MANDALAY BAY,Snack Bar,3950 S LAS VEGAS Blvd,Las Vegas,Nevada,89119,10,21.0,14.0
CENTERPLATE SOUTH KITCHEN PANTRY SH,CENTERPLATE @ CONVENTION CENTER,Pantry,3150 PARADISE Rd,Las Vegas,Nevada,89109,1,5.0,5.0
ARIA SAGE PRODUCTION KITCHEN,ARIA HOTEL & CASINO,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,24,65.0,49.0
PARIS CAFE ST LOUIS HOT LINE A,PARIS HOTEL & CASINO,Special Kitchen,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,26,48.0,62.0
AQUARIUS NEW POOL BAR,Aquarius Casino Resort,Bar / Tavern,1900 S Casino Dr,Laughlin,Nevada,89029-1513,3,10.0,10.0
Vero Ice Cream #1,Vero Ice Cream,Food Trucks / Mobile Vendor,1012 Declaration Dr,Las Vegas,Nevada,89110-1160,2,0.0,0.0
JERRY'S NUGGET CONTENTO PIZZERIA TO GO COUNTER,Jerry's Nugget,Bakery Sales,1821 N Las Vegas Blvd,North Las Vegas,Nevada,89030-6936,1,0.0,0.0
Tommy Rocker's Cantina - Bar 2,Tommy Rocker's Cantina & Grill,Bar / Tavern,4275 Dean Martin Dr,Las Vegas,Nevada,89103-4160,18,0.0,39.0
BADLANDS SALOON,BADLANDS SALOON-COMMERCIAL CENTER,Bar / Tavern,953 E Sahara Ave 22B,Las Vegas,Nevada,89104-3005,50,52.0,99.0
DEEZNUTS DD#2 @ SBS,DEEZNUTS @ SAM BOYD STADIUM,Portable Unit,7000 RUSSELL,Las Vegas,Nevada,89122,4,0.0,0.0
LUCKY DRAGON ATRIUM BAR FL 2,LUCKY DRAGON HOTEL AND CASINO,Bar / Tavern,300 W SAHARA Ave,Las Vegas,Nevada,89102,2,0.0,0.0
Genghis Grill,Genghis Grill,Restaurant,550 N Stephanie A,Henderson,Nevada,89014,66,77.0,119.0
COLORADO BELLE Butcher Shop,Colorado Belle Hotel & Casino,Garde Manger,2100 S Casino Dr,Laughlin,Nevada,89029,1,0.0,0.0
Kung Fu Plaza Lounge,CTR@SPR MTN-Kung Fu Plaza,Bar / Tavern,3505 S Valley View Blvd,Las Vegas,Nevada,89103-1865,26,24.0,43.0
GUY FIERI VEGAS BASEMENT BULK PREP,GUY FIERI VEGAS @ LINQ,Special Kitchen,3535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,8,32.0,29.0
Fleming's Wine Bar,Fleming's Prime Steakhouse/Wine Ba,Bar / Tavern,8721 W Charleston Blvd,Las Vegas,Nevada,89117-5453,14,0.0,19.0
SLS CLEO BAR,SLS LAS VEGAS,Bar / Tavern,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,5,12.0,11.0
Las Islitas #2 Restaurant,Las Islitas 2,Restaurant,6831 W Flamingo Rd 6406,Las Vegas,Nevada,89103-2066,57,120.0,150.0
ENCORE VILLA SERVICE PANTRY,ENCORE HOTEL & CASINO,Pantry,3121 S Las Vegas Blvd,Las Vegas,Nevada,89109-1967,9,0.0,3.0
Del Taco #912,Del Taco #912,Restaurant,4449 E Sunset Rd,Henderson,Nevada,89014-2239,27,6.0,53.0
