BusinessId,RestaurantName,Neighborhood,Address,City,State,Zip,Stars,ReviewCount,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi
mrjhrTycW0iLumjMZCfrzw,Julio's Tacos & Grill,Eastside,4178 Koval Ln,Las Vegas,NV,89109.0,3.5,15,Null,Null,2.0,0.0,Null,Null,Null,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,Null,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,1.0
cfggUk66F01Av4YWZJXcnA,Eclipse Theaters,Downtown,814 S 3rd St,Las Vegas,NV,89101.0,4.0,319,Null,Null,2.0,6.0,Null,Null,2.0,0.0,Null,1.0,2.0,Null,0.0,0.0,Null,Null,Null,Null,0.0,0.0,3.0,Null,1.0,1.0,0.0,0.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,0.0,1.0,1.0
XN9Ws-v919pcmPDAUGjiKw,Restaurant Depot,Southeast,1477 Helm Dr,Las Vegas,NV,89119.0,3.0,22,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,0.0,Null,Null,Null
XGaa9NDCwOJ9v0Cj55p28w,Centrifuge,The Strip,3799 Las Vegas Blvd S,Las Vegas,NV,89109.0,3.5,94,Null,Null,2.0,2.0,Null,Null,3.0,0.0,Null,1.0,1.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,1.0,1.0,1.0,2.0,Null,0.0,Null,Null,Null,1.0,2,0.0,Null,Null,1.0,1.0,1.0
3ajqOW9A7VhResA08I7RTg,Hash House A Go Go,Downtown,1 S Main St,Las Vegas,NV,89101.0,3.5,788,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,Null,1.0
2ALnrUa1_U8JHNgscad8OQ,Caramel Bar & Lounge,Eastside,3600 Las Vegas Blvd S,Las Vegas,NV,89109.0,3.5,98,Null,Null,2.0,0.0,Null,Null,3.0,Null,Null,1.0,1.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,0.0,1.0,2.0,0.0,0.0,Null,Null,Null,1.0,2,Null,Null,Null,1.0,1.0,Null
R1L4iwkNPwizkJXFIPMxig,Five Guys,Eastside,4065 S Maryland Pkwy,Las Vegas,NV,89119.0,4.0,121,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
RGWk5ceg1yyc-zsuIzHMDA,Louis's Fish Camp,Southeast,6599 Las Vegas Blvd,Las Vegas,NV,89119.0,2.5,10,Null,Null,2.0,Null,0.0,2.0,Null,Null,Null,1.0,3.0,Null,Null,Null,1.0,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,Null
foPp-aKIZsWcsYf5zuhcNw,Smith's Food and Drug,Null,1421 N Jones Blvd,Las Vegas,NV,89108.0,2.0,35,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,1.0,Null,Null,Null
Rd6f8vuyYgcfg-RPh6GXHw,Brookwood Farms BBQ,Southeast,"5757 Wayne Newton Blvd, McCarran International Airport, Terminal 1 Gate C-7",Las Vegas,NV,89119.0,3.0,29,Null,Null,Null,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,2.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,Null,1.0
HVFKw_1abKVGYscxYKlKYA,Al's Beef,Westside,6840 W Sahara Ave,Las Vegas,NV,89146.0,3.5,168,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,0.0,1.0
u9a_nThKXoF3X5E3xWgnAA,Mom's Good Eats,Centennial,"7785 N Durango Dr, Ste 135",Las Vegas,NV,89131.0,4.0,7,Null,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,0.0,0.0,1,0.0,0.0,1.0,Null,1.0,Null
P69Y9eN-tjTU425-1k1smw,Bona Pizza,Southwest,"7320 S Rainbow Blvd, Ste 112",Las Vegas,NV,89139.0,4.0,16,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,1.0,0.0,Null,1.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
dqtWVr1WlaQcmPPCrmZH3w,Del Taco,Northwest,4470 N Rancho Dr,Las Vegas,NV,89130.0,1.5,26,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,0.0,Null,0.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,Null
okSpbU86tbKULQtz3vT-Bw,Arby's,Null,4954 Boulder Hwy,Las Vegas,NV,89121.0,2.5,8,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
A6rPIkIzxIeriuI4FFwxnw,Joey's Pizza,Null,3310 S Nellis Blvd,Las Vegas,NV,89121.0,3.0,53,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,Null,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
u1MJ6_Jxcga0hnEhU0RtAQ,MK Asian Market,Spring Valley,"7225 S Durango Dr, Ste 104",Las Vegas,NV,89113.0,4.5,24,Null,Null,0.0,Null,Null,Null,Null,0.0,0.0,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1,Null,Null,0.0,Null,1.0,Null
nl2nsBi9U3sW1R34nF0s0Q,Border Food Juarez-El Paso,Null,412 N Eastern Ave,Las Vegas,NV,89101.0,4.0,61,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
6r8YOdxoNYfkEfqxl-nO1A,Subway,The Strip,3411 Las Vegas Blvd S,Las Vegas,NV,89109.0,2.0,20,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,Null,0.0,Null,2.0,Null,0.0,0.0,Null,0.0,0.0,2,0.0,0.0,0.0,Null,Null,0.0
X7FZPHbLIGqKvwe2OYsNRw,7-Eleven,The Strip,3743 Las Vegas Boulevard S,Las Vegas,NV,89109.0,3.0,8,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,Null
x7kEMeQ25jBQtm_ID-BPBA,Snack Nook,The Strip,3411 Las Vegas Blvd,Las Vegas,NV,89109.0,4.0,12,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
yZnEwqTGpkrj_mga5zeZmQ,Little Richies Chicago Style Beef and Dogs at Treasure Island,The Strip,3300 South Las Vegas Blvd,Las Vegas,NV,89109.0,2.5,59,Null,Null,1.0,1.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,Null,0.0
SzzrUeJGnl_LQAJXMK8wQw,Omoide Noodles & Bowls,Southwest,7745 S Rainbow Blvd,Las Vegas,NV,89139.0,4.0,354,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
JMHek6hz4BSJPW5Pgk266g,Tango With Judy,Westside,3375 S Decatur Blvd,Las Vegas,NV,89102.0,5.0,4,Null,0.0,1.0,0.0,Null,Null,3.0,1.0,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,0.0,1.0,1.0,Null,0.0,Null,Null,Null,1.0,2,Null,Null,Null,0.0,Null,Null
H8FovVGJV9Uut-BYFPeOCg,Jamaican Joint Catering,Null,Null,Las Vegas,NV,89103.0,4.5,7,Null,Null,2.0,0.0,Null,Null,Null,1.0,1.0,1.0,0.0,Null,Null,Null,Null,Null,1.0,Null,Null,1.0,0.0,Null,Null,1.0,Null,0.0,Null,1.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Akl6WDSUwYQ3zanxczLNSg,Rice & Company,The Strip,3900 Las Vegas Blvd S,Las Vegas,NV,89109.0,3.0,404,Null,Null,2.0,1.0,Null,Null,3.0,0.0,Null,1.0,0.0,Null,0.0,0.0,Null,Null,Null,Null,0.0,0.0,1.0,Null,1.0,0.0,1.0,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,0.0,1.0,0.0
uhb7nSskHRm5RFbGkGlGwQ,Biscuits 2 Burgers,Spring Valley,9700 W Tropicana Ave,Las Vegas,NV,89147.0,4.0,189,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,1.0,1.0,1.0,Null,1.0,1.0
fOq7DDqqsVm2XOFSL925XA,Starbucks,Downtown,122 E Clark Ave,Las Vegas,NV,89101.0,3.5,27,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,1.0
zzjqFOujmM9surbMANZ_ag,American Express Open Business Lounge,Eastside,460-798 E Desert Inn Rd,Las Vegas,NV,89109.0,5.0,4,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,0.0,0.0,Null,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,Null,Null,1.0
NTtLuuBKpywlyIz6oyd9kg,Sawa Sushi,Southwest,"3962 Blue Diamond Rd, Ste 104",Las Vegas,NV,89139.0,4.5,280,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,Null,1.0
Vx-90GpAcH3OAnLmyDHlIQ,Hogs Heaven Barbecue,Northwest,6584 N Decatur Blvd,Las Vegas,NV,89131.0,3.5,42,Null,Null,0.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
-uRn5Hf1uo4vf3UTtOvIfA,Don Tortaco Mexican Grill,Null,3085 N Rainbow Blvd,Las Vegas,NV,89108.0,3.5,38,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
EV85dKbe4lYRC3Mo4rNXVQ,New Town Tavern,Null,600 Jackson Ave,Las Vegas,NV,89106.0,3.5,4,Null,Null,2.0,1.0,Null,Null,3.0,Null,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,Null,1.0,0.0,Null,Null,1.0,1.0,3.0,0.0,Null,0.0,Null,Null,Null,1.0,1,Null,Null,Null,1.0,1.0,Null
yN-RPaFZfUPtAVxoWtYuNg,Sausagefest Food Truck,Downtown,Null,Las Vegas,NV,Null,3.5,50,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
zkzjbMgbbWVWfn7E5yVcEg,Walgreens,Sunrise,6650 E Lake Mead Blvd,Las Vegas,NV,89156.0,3.5,9,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,Null,Null,Null,Null
4tiFtmGNFcvKRSPXPVT8Hw,Mercadito,South Summerlin,"Red Rock Casino, 11011 W Charleston Blvd",Las Vegas,NV,89135.0,3.5,412,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,1.0,Null,0.0,0.0,Null,Null,0.0,Null,0.0,0.0,1.0,Null,1.0,1.0,0.0,1.0,Null,1.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,0.0,1.0,1.0
jBh399TajGcH28Zo2J1pHw,Shake Shack,South Summerlin,10975 Oval Park Dr,Las Vegas,NV,89135.0,3.5,514,Null,Null,1.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,0.0,0.0,Null,Null,Null,1.0,0.0,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,1.0
Trbt0Ex85yvwT8DHoEFCvg,Ocean One Bar and Grille,The Strip,"3667 Las Vegas Blvd S, Ste 620, Miracle Mile Mall",Las Vegas,NV,89109.0,3.5,839,Null,Null,2.0,1.0,Null,Null,Null,0.0,0.0,1.0,1.0,Null,0.0,0.0,Null,Null,0.0,Null,0.0,1.0,3.0,Null,1.0,1.0,0.0,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,0.0,1.0,1.0
VsnsZkqEG_gg6Gsg7NdDhA,Pizza Hut,Westside,3001 W. Sahara Ave.,Las Vegas,NV,89102.0,2.0,47,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
StNAnvyhVISULAFmO_Ke1Q,Great Links Brewhouse & Grill,Northwest,"6010 W Craig Rd, Ste 110",Las Vegas,NV,89130.0,4.0,374,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
AGSJRuSF_VF3rMYhgyyxSw,Chrome Showroom at Santa Fe Station,Northwest,4949 N Rancho Dr,Las Vegas,NV,89130.0,3.5,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
j5-Hj0qnz4W_VwJi5LONIw,ARCO ampm,University,4916 Paradise Rd,Las Vegas,NV,89119.0,2.5,15,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,Null
ZBPwZv0QFWF9QGyR7LbIsA,Pho Little Saigon,Southeast,"9210 S Eastern Ave, Ste 120",Las Vegas,NV,89123.0,3.5,126,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
5tTKSogU3fWO7TlnYrffbA,Wienerschnitzel,Spring Valley,6075 South Rainbow Blvd,Las Vegas,NV,89118.0,3.5,25,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
0KFA2m39eZwq2F7WvMCoyw,Heart Bar,The Strip,"Planet Hollywood Las Vegas Resort & Casino, 3667 Las Vegas Boulevard South",Las Vegas,NV,89109.0,3.0,116,Null,Null,2.0,2.0,Null,Null,3.0,0.0,Null,1.0,2.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,1.0,1.0,3.0,Null,0.0,Null,Null,Null,1.0,2,Null,Null,Null,1.0,1.0,Null
PYe_FDw6QTbTf66WcGE_tw,Baccarat Lounge,The Strip,"Bellagio, 3600 S Las Vegas Blvd",Las Vegas,NV,89109.0,4.0,43,Null,Null,2.0,1.0,Null,Null,3.0,0.0,Null,1.0,Null,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,0.0,0.0,1.0,1.0,0.0,Null,Null,Null,1.0,3,0.0,Null,Null,1.0,Null,1.0
RO1h2JPbvp0QeqSHDJbeKw,Anchor Bar,The Strip,"The Venetian - Food Ct, 3377 Las Vegas Blvd So",Las Vegas,NV,89109.0,4.0,52,Null,Null,1.0,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,Null,1.0
XBIaV-NJ-OxyAd_rsiBr2A,Burger King,Southwest,8050 Dean Martin Blvd,Las Vegas,NV,89139.0,1.5,10,Null,Null,Null,0.0,Null,Null,Null,Null,Null,1.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,Null
cIWlTjt5HlWQ02mUZIz3Ng,The Maple Tree Cafe,Southwest,"Luckys Lounge, 7345 S Jones Blvd",Las Vegas,NV,89139.0,2.5,10,Null,Null,2.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,0.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
L-_MMIaLHypx7tzcwTddcg,Bourbon Street,Spring Valley,6670 S Tenaya Way,Las Vegas,NV,89113.0,3.0,40,Null,Null,2.0,0.0,Null,Null,Null,Null,Null,0.0,0.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,1.0,0.0,1.0,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,1.0,Null,1.0
rhyYT6qtMVxXcj9QKLiYpg,T-Bird Lounge & Restaurant,Southwest,8780 Lindell Rd,Las Vegas,NV,89139.0,3.5,52,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,1.0,Null,0.0,0.0,Null,Null,Null,0.0,0.0,1.0,3.0,Null,1.0,1.0,0.0,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,1.0,Null,1.0
KWBCsxyH7OxsibiY95fx2g,First Friday,Downtown,1025 1st St,Las Vegas,NV,89101.0,3.5,148,Null,Null,1.0,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1,Null,Null,1.0,Null,Null,Null
XM7QluLcHHacWH16v4B-iA,Terry Prince - Singer & Songwriter,Null,Dharma Music,Las Vegas,NV,89103.0,5.0,6,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null
D7BsSthpHkUjyIlJHX9v6g,Epoy's Filipino Fast Food,Westside,4251 W Sahara Ave,Las Vegas,NV,89102.0,3.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,1.0,Null,Null,Null,Null,0.0,Null,Null,1.0,1,0.0,Null,1.0,Null,Null,0.0
EaYGALPvXkv1_Kk5ZLpTgg,Mustard Cafe,The Strip,3200 Las Vegas Blvd S,Las Vegas,NV,89169.0,3.0,8,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,1,Null,0.0,Null,Null,Null,Null
a9CF_8uoKCen-cKqDjOvLQ,Revolver Saloon,Northwest,"Santa Fe Station Hotel & Casino, 4955 N Rancho Dr",Las Vegas,NV,89130.0,3.5,54,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,2.0,Null,Null,0.0,Null,Null,0.0,Null,1.0,Null,Null,Null,0.0,1.0,1.0,2.0,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,1.0,1.0,Null
Yw1yY5wP3r0ht8rViM9eqg,Walmart,Southwest,6973 Blue Diamond Rd,Las Vegas,NV,89178.0,3.0,39,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,1.0,Null,Null,Null
QfT5EM5umYFojF88srqqnA,Rolling Fusion,Southwest,9488 Country Highlands Ct,Las Vegas,NV,89178.0,4.0,17,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1,Null,Null,1.0,Null,1.0,Null
WDYE-OCXNgKyXGNuBjMgEw,Table 34,Southeast,"600 E Warm Springs Rd, Ste 180",Las Vegas,NV,89119.0,4.0,260,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,0.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
2O_b-IAAW7SoPt__RX1Kww,Buca di Beppo,The Strip,3645 Las Vegas Blvd S,Las Vegas,NV,89109.0,2.5,117,Null,Null,2.0,1.0,Null,Null,Null,0.0,Null,1.0,2.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
kvhhYemoB5qKPEj1f5S-5w,Blue Man Theatre At Luxor,The Strip,3770 S Las Vegas Blvd,Las Vegas,NV,89109.0,4.5,27,Null,Null,2.0,1.0,Null,Null,3.0,0.0,Null,1.0,0.0,Null,Null,1.0,Null,Null,Null,Null,0.0,1.0,Null,Null,0.0,0.0,1.0,3.0,Null,0.0,Null,Null,Null,1.0,2,Null,Null,Null,0.0,Null,Null
7IkSGKKiWhfkXQBCT8EOgA,Brentwood Cafe & Tavern,Southwest,7315 W Warm Springs Rd,Las Vegas,NV,89113.0,3.5,186,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,1.0,Null,1.0,0.0,Null,Null,1.0,Null,0.0,1.0,3.0,Null,1.0,1.0,0.0,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0
824TPhxyn64v1__rmjxttA,Lolo Fuzion,Downtown,Null,Las Vegas,NV,Null,2.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
-wCtRhzWJ40Z4F8mmg7kWg,Herringbone,The Strip,3730 Las Vegas Blvd S,Las Vegas,NV,89109.0,4.0,440,Null,Null,2.0,1.0,Null,Null,Null,0.0,Null,1.0,3.0,Null,0.0,Null,Null,Null,0.0,Null,Null,0.0,3.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,3,1.0,1.0,0.0,Null,1.0,1.0
OKZkEXzJt0XIamHRRTX-8g,Carlo's Bakery,The Strip,3327 S Las Vegas Blvd,Las Vegas,NV,89109.0,3.0,983,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,2,Null,Null,1.0,Null,Null,Null
KWxTv7S3cWaMhv3QiW5C2g,La Tapenade Mediterranean Cafe,Southeast,5757 Wayne Newton Blvd,Las Vegas,NV,89111.0,2.0,17,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,1.0,0.0,Null,0.0,1.0,2,0.0,Null,1.0,Null,Null,1.0
