business_id,zip_code,violations,current_demerits,inspection_demerits,inspection_grade,current_score,inspection_score,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,gender_neutral_restrooms,good_for,good_for_working,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
dYZqJ2S1ND9KghLIKJg71g,89102,99,60,196,B,95.0,86.17647059,3.5,25,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,2,-1,-1,1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
QOlGFm6M_33fzGgQ5I-Kgg,89148,25,72,53,A,95.0,93.75,2.5,20,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HsrEbWCg8K06pUhx469uSw,89121,35,48,66,B,95.0,88.0,4.5,132,-1,-1,0,-1,-1,-1,-1,1,-1,0,1,0,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,0,1,1,0,-1,1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
6HdzmAatFoB8UDep4n9QIw,89148,37,99,80,B,95.0,80.38461538,3.0,98,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,5,-1,-1,0,-1,1,-1,0,0,-1,0,1,2,0,1,1,-1,-1,1,0,0,-1,5,-1,-1,-1,-1,-1,-1,-1
bcpCJ7q9_HXO53eaeuIZrw,89128,22,48,59,A,95.0,90.0,4.5,3,-1,-1,0,1,-1,-1,-1,1,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,1,1,1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhz38lsptoxX9IWS641LFA,89106,22,56,44,A,95.0,95.0,4.0,21,-1,-1,0,0,-1,-1,-1,0,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0
Yo8NIJEtc8UEbPd38L35ow,89139,2,8,8,A,95.0,95.0,4.5,16,-1,-1,2,0,-1,-1,3,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,-1,2,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
0XEqyl_lVaJNHRKxNcjJZg,89102,102,66,235,A,95.0,90.45454545,4.5,493,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,0,-1,-1,1,3,-1,-1,0,-1,1,-1,1,0,-1,1,1,1,0,1,1,-1,1,1,0,0,-1,3,1,-1,-1,1,1,-1,-1
Ql_J2DSIE8QYp5rXf3721A,89147,63,78,133,A,95.0,91.92307692,4.0,40,-1,-1,1,1,-1,-1,-1,1,0,1,1,-1,1,0,-1,-1,0,-1,-1,1,1,-1,1,0,-1,1,-1,0,0,-1,0,1,3,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QqE0ECLim5hA-sV-kJiIIA,89118,25,17,53,A,95.0,93.18181818,3.0,227,-1,-1,2,0,-1,-1,3,1,-1,1,3,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,2,-1,1,0,-1,0,1,2,1,-1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
awAxthsSo0Y8KBQXJhNxvQ,89118,9,24,27,A,95.0,95.0,3.0,29,-1,-1,0,0,-1,-1,3,1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,0,0,1,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Jl6_g-pZD5aQGg2y87myeQ,89120,67,129,136,A,95.0,91.66666667,3.5,99,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,1,1,1,0,0,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
HW7zxZhaq01rqphUvae7cA,89103,41,74,85,A,95.0,92.5,4.5,11,-1,-1,2,2,-1,-1,-1,0,0,1,0,-1,-1,0,-1,-1,0,-1,0,1,-1,-1,1,1,0,1,-1,0,-1,-1,1,1,1,0,-1,1,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
4VXIS8vpNzEysXZVN5xGDA,89104,147,238,354,B,89.54545455,85.90909091,4.0,55,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JpPlBOJg9fb4Ib_iQnnURw,89104,31,62,57,A,95.0,94.09090909,4.0,25,-1,-1,2,1,-1,-1,3,1,-1,1,1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,-1,0,0,-1,0,1,1,0,-1,1,1,1,1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1
9J-Vg2-uqjreSRtITaDlMg,89101,50,12,141,A,95.0,91.66666667,4.5,27,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,1,1,1,0,0,1,-1,-1,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
oJujreJoOoskuA09JJ39FQ,89110,34,18,128,B,95.0,86.11111111,2.0,12,-1,-1,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,1,1,2,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
eJECvXFIUnfcDE6PzKS2Yw,89110,34,18,128,B,95.0,86.11111111,1.5,21,-1,-1,0,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,2,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
Qc-bULSBAyVh_qaKRWkF9A,89145,29,60,92,B,95.0,86.66666667,3.5,21,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,3,-1,0,0,-1,0,1,2,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
O9J0XoJR16wWbSZpXs9Uwg,89103,17,18,50,A,95.0,90.0,4.0,55,-1,-1,2,2,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,0,-1,0,0,-1,0,1,2,0,1,0,-1,0,1,0,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
uwTzA758DKewtUJMe-C1fA,89121,3,7,7,A,95.0,95.0,4.0,4,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
YIbsxjyP2jNzoH9RlxaSYA,89147,6,30,15,A,95.0,95.0,3.5,8,-1,-1,0,0,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,1,0,-1,1,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EomaPrsFLVSe9TLRtpevwA,89128,79,8,155,A,95.0,91.47058824,3.5,31,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,-1,-1,0,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fHo_ycJ1OQ_H7DyctJhr6A,89119,44,62,74,A,95.0,95.0,4.0,84,-1,-1,2,2,-1,-1,3,1,-1,1,1,-1,0,0,-1,-1,0,-1,0,0,3,-1,1,1,1,1,-1,0,0,-1,0,1,1,0,1,1,1,-1,1,0,-1,-1,3,-1,-1,1,-1,-1,-1,-1
qsJkjQoM3Hdg6Gtqp2S9_w,89117,69,27,152,A,95.0,91.25,3.5,537,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,1,0,0,0,-1,2,-1,-1,-1,1,1,-1,1
q3SXDX-a-T_DMU2h2CJzcg,89103,66,90,133,A,95.0,91.47058824,3.0,110,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
21sGRVR7HEs_t6PdB9tGMw,89118,72,126,131,A,95.0,92.85714286,3.0,214,-1,-1,2,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,3,-1,-1,1,-1,1,-1,0,0,-1,1,1,2,1,1,1,-1,1,0,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
BYKdkOGUGDsuYV9XW4_RGA,89123,4,0,3,E,95.0,47.5,5.0,24,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,0,0,-1,1,1,2,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mcWAIj1u1S-QDBhB7CiIdQ,89102,27,30,41,A,95.0,95.0,3.5,125,-1,-1,2,1,-1,-1,3,1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,0,0,-1,1,1,1,2,-1,0,0,-1,1,1,1,0,-1,1,1,1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1
JgkfjCL1NfMBC_M_hax_3Q,89104,43,83,106,A,95.0,91.92307692,3.5,140,-1,-1,0,1,0,1,-1,1,-1,1,1,-1,1,-1,0,-1,-1,-1,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,1,1,-1,3,-1,-1,-1,-1,-1,-1,-1
3m2XZFVraCiqjgLxHi5MdA,89117,6,18,19,A,95.0,95.0,4.5,323,-1,-1,2,1,0,0,-1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,1,-1,0,1,-1,0,1,3,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SuRxV4YkPsvyyqK57On0rQ,89102,9,9,22,A,95.0,91.66666667,4.0,219,-1,-1,0,1,-1,-1,-1,1,-1,1,2,-1,1,-1,-1,-1,1,-1,-1,1,3,-1,-1,0,-1,1,-1,1,0,-1,0,0,2,1,1,1,-1,1,1,-1,-1,-1,3,-1,1,-1,1,1,-1,-1
KTDDw1gAV4G_YoKOdQ1Ygw,89130,108,85,230,A,95.0,90.23809524,3.5,87,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,0,-1,0,0,-1,1,1,1,0,0,1,-1,1,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
LZSyWy4IHgXg6QhW2jrBlw,89102,113,138,276,B,95.0,88.18181818,3.0,131,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,2,-1,1,0,0,1,-1,0,0,1,0,1,2,1,1,1,-1,0,0,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
_8yxceldCT7oe0wJC-yDPA,89113,69,104,139,B,95.0,87.0,3.5,174,-1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,0,-1,0,0,-1,1,1,2,0,1,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
0Nb4piKDUVbedlrakwEUuw,89143,34,94,88,A,94.28571429,92.85714286,3.0,43,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,0,-1,-1,-1,0,1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
C1fyoypOblHhDzSxXTRWKg,89118,30,27,71,A,95.0,91.66666667,4.5,22,-1,-1,2,1,-1,-1,2,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,0,0,-1,0,-1,-1,-1,1,2,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
Hg3pn4JwDD0Mm_Hxr-at2w,89109,132,117,313,B,95.0,83.2,2.5,6,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,0,-1,0,1,1,0,1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
vX-FwyJ7eINXn_Gn6CqMFg,89115,59,63,110,A,95.0,91.42857143,3.0,38,-1,-1,0,0,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,0,-1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DO3FefiMYiPYsEl6O8W2dw,89117,8,16,16,A,95.0,95.0,4.5,84,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,1,0,-1,1,1,2,1,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
zBD6zc8YU-TA0_KJmN1tpA,89117,89,128,161,A,95.0,90.625,3.5,166,-1,-1,0,1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,0,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,1,1,2,0,0,1,-1,1,1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,0
tX2UUyP3WCCsfqWGQcMBkA,89115,23,75,50,B,95.0,84.44444444,5.0,5,-1,-1,2,0,-1,-1,3,1,0,0,0,-1,1,0,-1,-1,0,0,0,1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,0,-1,1,1,1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1
nQvn3VIhBqfD43Ag7QfflA,89123,20,45,38,A,95.0,95.0,2.0,16,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,0,-1,0,0,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tVW7pefO8xIgWMF86oVhKQ,89118,15,39,28,B,95.0,81.42857143,4.0,109,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,0,0,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,1,0,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
Fkj8vJocYilePMZv2y54WA,89123,49,83,108,A,95.0,92.14285714,3.5,124,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,0,-1,4,-1,-1,-1,-1,-1,-1,0
eBj_YyJU5jVu6tbZCkdtDA,89145,21,64,53,A,95.0,95.0,4.0,505,-1,-1,2,1,-1,-1,3,1,-1,1,2,-1,1,0,-1,-1,-1,-1,0,1,4,-1,1,1,0,1,-1,1,0,-1,1,1,2,1,1,1,0,1,0,1,0,-1,4,-1,-1,-1,-1,-1,-1,-1
h5qBxa_L-pIdNSOBQxTNGQ,89139,80,397,170,A,80.88235294,90.88235294,2.5,205,-1,-1,0,0,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,0,0,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,1,1,2,0,0,1,-1,1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,0
a3vug2R5PvBCmzr6KU5RnA,89129,50,0,121,A,95.0,93.82352941,2.5,131,-1,-1,0,1,-1,-1,3,1,0,1,1,-1,1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,0
UGy0QULAPPRcOUJQSiRmGQ,89129,50,0,121,A,95.0,93.82352941,3.0,94,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,2,-1,1,0,-1,0,1,1,0,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rI1wtjri4NhO3V-hCsMCiA,89118,93,18,264,B,95.0,84.77272727,3.0,15,-1,-1,0,0,-1,-1,-1,1,0,1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,1,1,1,0,1,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rTx5vu0zuhggAbgsx1uVtA,89101,23,9,46,A,95.0,93.88888889,4.0,188,-1,-1,2,1,-1,-1,3,0,0,1,1,-1,0,0,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,0,-1,1,1,2,0,-1,1,1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
txeee1LquHOaroqXodi4UQ,89169,76,75,143,A,95.0,90.26315789,2.0,14,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,2,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
bU9RYLrF77bxO2pSA0Ba7Q,89030,33,96,76,B,95.0,86.25,4.0,8,-1,-1,0,0,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,1,-1,1,0,-1,0,1,2,0,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MXC9pwIxovWUc9yu1F8OxA,89122,98,133,210,B,95.0,89.70588235,4.0,496,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,0,1,1,-1,1,0,0,-1,-1,2,-1,-1,-1,1,1,-1,1
x71EvWJDVKZfM-OiYDWZ6A,89141,24,30,49,A,95.0,95.0,4.0,151,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,3,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,1,-1,-1,3,1,-1,-1,-1,-1,-1,-1
6H8xfhoZ2IGa3eNiY5FqLA,89146,45,71,76,A,95.0,91.25,4.5,414,-1,-1,1,1,-1,-1,-1,0,0,1,1,-1,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,1,0,0,0,-1,1,-1,-1,-1,-1,1,-1,-1
ydUk0peVAOgiYq1l3U5SaQ,89101,37,96,75,A,95.0,94.16666667,4.0,50,-1,-1,1,1,-1,-1,-1,0,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,0,-1,0,0,-1,0,1,1,0,1,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
M990h0-4g-wpJN-qlnqFAg,89102,119,0,272,B,95.0,86.875,3.0,45,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ea04rGA3H-ZqY1nHLpI2FQ,89139,12,24,29,A,95.0,95.0,3.0,42,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ZgPnRzWjQR5NtiauGBww7g,89147,60,76,149,A,95.0,90.71428571,4.0,103,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1
slVkMoNTCGI2rOhMaL5u5A,89128,47,87,110,A,91.42857143,92.14285714,4.0,133,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,1,1,0,-1,1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
4uMs5UbtIAaHhuKQlQhXEQ,89123,23,27,51,B,72.5,80.0,3.5,28,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
vsGqvLu4OlL2GDmPWSVx_w,89146,6,27,51,B,95.0,88.33333333,4.5,7,-1,-1,0,0,-1,-1,-1,-1,-1,1,5,-1,1,-1,-1,-1,0,-1,-1,1,2,-1,-1,1,-1,0,-1,1,0,-1,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QIn3PuGUkinSibUn-NsljQ,89122,111,156,267,A,95.0,90.41666667,2.5,17,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,0,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,0
5fpXjlC71y_mKORnPdX5zA,89122,111,156,267,A,95.0,90.41666667,2.5,48,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,-1,-1,-1,3,-1,-1,-1,-1,1,-1,0
uTn8bL6sabHD2916u5mvkA,89135,20,91,38,A,95.0,95.0,3.5,34,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,0
wKI0q-WkPi0N3Mk_T3frmQ,89135,20,91,38,A,95.0,95.0,3.0,22,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,0,-1,2,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
CcMi0EM4KFqa_4hVe1oN3g,89104,10,15,25,A,95.0,95.0,2.0,3,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,0,-1,1,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9Y0dDkFEe_spzPqccq2hIw,89104,10,15,25,A,95.0,95.0,3.5,5,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,0,0,-1,1,0,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
03icrim6SfEQJlejDMbzsA,89146,54,90,125,A,95.0,90.33333333,4.0,108,-1,-1,0,1,-1,-1,-1,1,-1,1,1,0,0,-1,-1,-1,0,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,1,1,1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4s_kb5VXnx96fEJLZ_AkIQ,89147,22,30,39,A,95.0,94.09090909,3.5,25,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,-1,1,3,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0
T6VKCBhHojQkCWp_IYO24w,89147,22,30,39,A,95.0,94.09090909,2.0,40,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,1,3,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,0
QCe_OTC_9Vf5-oQuflQH7Q,89106,14,0,33,B,95.0,85.0,3.0,87,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,0,0,-1,1,1,1,0,1,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
wPxrC9l4c4IGgLVancQzgA,89117,2,4,4,A,95.0,95.0,4.0,5,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9wNrqTeoEepFSbFu4QLuUQ,89123,50,69,97,A,95.0,92.27272727,3.5,61,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,1,1,2,0,1,1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,1
mF5L7qVH829Ow68Lz8PMNg,89109,24,9,45,A,95.0,95.0,1.5,21,-1,-1,0,1,-1,-1,3,1,-1,1,1,-1,0,1,-1,-1,-1,-1,1,1,-1,-1,0,1,1,1,-1,0,0,-1,0,1,4,0,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3FlWR_osNPb8dcqLgHebHw,89117,42,8,109,A,95.0,92.69230769,3.0,252,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,0,-1,1,-1,1,0,-1,0,1,2,1,1,1,-1,1,0,-1,1,-1,3,-1,-1,-1,-1,-1,-1,1
